length,error_rate,strategy,samples,mean_share,standard_error,ci95_low,ci95_high,first30_mean_share
4,0.025,NegtiveCopykitten,1000,0.24055555555555483,0.008836721991597971,0.2232355804520228,0.25787553065908686,0.28425925925925927
4,0.025,Grudger,1000,0.13513888888888895,0.0076359257556695165,0.1201724744077767,0.1501053033700012,0.021296296296296296
4,0.05,Random,1000,0.008555555555555556,0.002490285628229101,0.0036745957242265174,0.013436515386884593,0.0
4,0.05,Cooperator,1000,0.11447222222222214,0.005320807777865092,0.10404343897760657,0.12490100546683772,0.06851851851851852
4,0.05,Cheater,1000,0.013972222222222221,0.0023728935246308163,0.009321350913945821,0.01862309353049862,0.012962962962962963
4,0.05,Copycat,1000,0.10469444444444446,0.005291351326629618,0.09432339584425041,0.11506549304463852,0.15092592592592594
4,0.05,Copykitten,1000,0.17455555555555566,0.008221327885902394,0.15844175289918697,0.19066935821192435,0.15370370370370373
4,0.05,Copy3kitten,1000,0.1825277777777777,0.00649368215090735,0.1698001607619993,0.1952553947935561,0.30185185185185187
4,0.05,NegtiveCopycat,1000,0.013472222222222222,0.0016237987469260669,0.01028957667824713,0.016654867766197314,0.005555555555555556
4,0.05,NegtiveCopykitten,1000,0.25905555555555565,0.009574614896219358,0.24028931035896572,0.2778218007521456,0.23611111111111108
4,0.05,Grudger,1000,0.12869444444444428,0.007956690220108208,0.11309933161303219,0.14428955727585638,0.07037037037037036
4,0.075,Random,1000,0.019249999999999996,0.0037154417556380178,0.011967734158949483,0.02653226584105051,0.0
4,0.075,Cooperator,1000,0.07550000000000003,0.004415683481216179,0.06684526037681632,0.08415473962318373,0.10092592592592593
4,0.075,Cheater,1000,0.01208333333333333,0.0021110289732834326,0.007945716545697801,0.016220950120968858,0.01851851851851852
4,0.075,Copycat,1000,0.13316666666666668,0.005560666929039039,0.12226775948575017,0.1440655738475832,0.09814814814814815
4,0.075,Copykitten,1000,0.21930555555555553,0.009064688027284485,0.20153876702207793,0.23707234408903313,0.21203703703703705
4,0.075,Copy3kitten,1000,0.16891666666666633,0.00630549234959552,0.1565579016614591,0.18127543167187354,0.1537037037037037
4,0.075,NegtiveCopycat,1000,0.019055555555555565,0.002041393557849221,0.015054424182171091,0.02305668692894004,0.024074074074074074
4,0.075,NegtiveCopykitten,1000,0.2257500000000002,0.010096486064559313,0.20596088731346396,0.24553911268653644,0.26944444444444443
4,0.075,Grudger,1000,0.12697222222222224,0.008342548523249716,0.11062082711665279,0.14332361732779167,0.12314814814814815
4,0.1,Random,1000,0.014555555555555558,0.0031905310106791836,0.008302114774624357,0.02080899633648676,0.0
4,0.1,Cooperator,1000,0.05469444444444448,0.003692429349014075,0.047457282920376896,0.06193160596851207,0.0925925925925926
4,0.1,Cheater,1000,0.01191666666666667,0.002243901970417371,0.007518618804648622,0.016314714528684715,0.021296296296296296
4,0.1,Copycat,1000,0.16758333333333333,0.005908716500018564,0.15600224899329695,0.1791644176733697,0.14629629629629629
4,0.1,Copykitten,1000,0.25130555555555545,0.009103070011295329,0.2334635383334166,0.2691475727776943,0.24722222222222223
4,0.1,Copy3kitten,1000,0.15894444444444422,0.006306489178328431,0.1465837256549205,0.17130516323396794,0.1398148148148148
4,0.1,NegtiveCopycat,1000,0.02266666666666666,0.0022167489041610548,0.018321838814510993,0.02701149451882233,0.007407407407407407
4,0.1,NegtiveCopykitten,1000,0.17772222222222236,0.009827712171157256,0.15845990636675414,0.1969845380776906,0.274074074074074
4,0.1,Grudger,1000,0.1406111111111111,0.009401401290380395,0.12218436458196552,0.15903785764025669,0.07129629629629629
4,0.125,Random,1000,0.017055555555555553,0.003400934193780833,0.010389724535745121,0.023721386575365985,0.046296296296296294
4,0.125,Cooperator,1000,0.04455555555555554,0.0034919425537372423,0.03771134815023055,0.051399762960880536,0.017592592592592594
4,0.125,Cheater,1000,0.009333333333333334,0.001671919206286863,0.006056371689011082,0.012610294977655586,0.0
4,0.125,Copycat,1000,0.19483333333333314,0.0059743576325795465,0.18312359237347722,0.20654307429318905,0.2287037037037037
4,0.125,Copykitten,1000,0.2787499999999998,0.009588884782489879,0.2599557858263196,0.29754421417367993,0.27129629629629626
4,0.125,Copy3kitten,1000,0.15652777777777768,0.00647932271356585,0.1438283052591886,0.16922725029636676,0.18425925925925923
4,0.125,NegtiveCopycat,1000,0.030777777777777772,0.0026363062425355036,0.025610617542408183,0.03594493801314736,0.025
4,0.125,NegtiveCopykitten,1000,0.14841666666666667,0.009949239945482058,0.12891615637352183,0.1679171769598115,0.13055555555555556
4,0.125,Grudger,1000,0.11974999999999995,0.008973324391953882,0.10216228419177034,0.13733771580822957,0.0962962962962963
4,0.15,Random,1000,0.013444444444444445,0.0029704277006309242,0.0076224061512078336,0.019266482737681057,0.0
4,0.15,Cooperator,1000,0.025277777777777784,0.002797160161515043,0.0197953438612083,0.03076021169434727,0.01851851851851852
4,0.15,Cheater,1000,0.010694444444444444,0.0018553468437669874,0.007057964630661148,0.01433092425822774,0.0
4,0.15,Copycat,1000,0.21333333333333335,0.006016728000387372,0.2015405464525741,0.2251261202140926,0.16388888888888886
4,0.15,Copykitten,1000,0.29222222222222205,0.009491563682511082,0.2736187574045003,0.3108256870399438,0.3601851851851852
4,0.15,Copy3kitten,1000,0.15102777777777765,0.006506104083638507,0.13827581377384618,0.16377974178170912,0.11851851851851851
4,0.15,NegtiveCopycat,1000,0.03216666666666669,0.0026762441318055256,0.02692122816832786,0.037412105165005524,0.039814814814814824
4,0.15,NegtiveCopykitten,1000,0.13313888888888892,0.009904688232900884,0.11372569995240318,0.15255207782537467,0.15555555555555553
4,0.15,Grudger,1000,0.1286944444444444,0.009805631173847673,0.10947540734370295,0.14791348154518583,0.14351851851851852
4,0.175,Random,1000,0.011694444444444443,0.0027337404344027847,0.006336313193014985,0.0170525756958739,0.0
4,0.175,Cooperator,1000,0.023444444444444445,0.0026370866179875733,0.0182757546731888,0.028613134215700088,0.013888888888888888
4,0.175,Cheater,1000,0.010083333333333335,0.0017932052821552297,0.0065686509803090844,0.013598015686357585,0.012962962962962963
4,0.175,Copycat,1000,0.23061111111111096,0.006037436963607471,0.21877773466244033,0.2424444875597816,0.2675925925925926
4,0.175,Copykitten,1000,0.3158333333333335,0.009758365851881154,0.29670693626364647,0.3349597304030206,0.24999999999999997
4,0.175,Copy3kitten,1000,0.15847222222222215,0.006604367680286078,0.14552766156886143,0.17141678287558287,0.2416666666666667
4,0.175,NegtiveCopycat,1000,0.04258333333333341,0.002998786478527706,0.036705711835419104,0.04846095483124772,0.027777777777777776
4,0.175,NegtiveCopykitten,1000,0.09030555555555557,0.008085897537817155,0.07445719638143394,0.1061539147296772,0.05092592592592592
4,0.175,Grudger,1000,0.11697222222222217,0.009662094563247084,0.09803451687825789,0.13590992756618644,0.13518518518518519
4,0.2,Random,1000,0.005805555555555555,0.001815483515203087,0.002247207865757505,0.009363903245353605,0.0
4,0.2,Cooperator,1000,0.020944444444444446,0.0025546408299440037,0.0159373484177542,0.025951540471134692,0.026851851851851852
4,0.2,Cheater,1000,0.005805555555555556,0.0012884429516127447,0.0032802073703945764,0.008330903740716536,0.00925925925925926
4,0.2,Copycat,1000,0.24894444444444452,0.006139794516621554,0.23691044719186627,0.2609784416970228,0.2638888888888889
4,0.2,Copykitten,1000,0.3307499999999996,0.009958124818360435,0.31123207535601316,0.35026792464398604,0.2398148148148148
4,0.2,Copy3kitten,1000,0.17116666666666674,0.006876166176796511,0.1576893809601456,0.1846439523731879,0.22407407407407406
4,0.2,NegtiveCopycat,1000,0.041999999999999996,0.0030585818321664194,0.036005179608953816,0.047994820391046175,0.05185185185185185
4,0.2,NegtiveCopykitten,1000,0.052638888888888895,0.006166745511273969,0.04055206768679191,0.06472571009098588,0.04814814814814815
4,0.2,Grudger,1000,0.12194444444444444,0.009979956030056953,0.10238373062553281,0.14150515826335608,0.1361111111111111
4,0.225,Random,1000,0.003583333333333333,0.0014425885663099341,0.0007558597433658621,0.006410806923300804,0.0
4,0.225,Cooperator,1000,0.012888888888888889,0.0020003645288726437,0.008968174412298507,0.01680960336547927,0.012037037037037037
4,0.225,Cheater,1000,0.008277777777777776,0.001529096962339625,0.005280747731592111,0.01127480782396344,0.014814814814814814
4,0.225,Copycat,1000,0.2350000000000003,0.0062767611922390195,0.22269754806321182,0.24730245193678876,0.26111111111111107
4,0.225,Copykitten,1000,0.37463888888888863,0.010760362823496164,0.35354857775483617,0.3957292000229411,0.4777777777777778
4,0.225,Copy3kitten,1000,0.14377777777777778,0.006506756572284543,0.13102453489610008,0.15653102065945548,0.14259259259259263
4,0.225,NegtiveCopycat,1000,0.04411111111111113,0.0032825083824773752,0.03767739468145547,0.050544827540766786,0.03888888888888889
4,0.225,NegtiveCopykitten,1000,0.030638888888888893,0.004319830777254745,0.022172020565469592,0.03910575721230819,0.01851851851851852
4,0.225,Grudger,1000,0.14708333333333334,0.010988787476763198,0.12554530987887746,0.16862135678778922,0.03425925925925925
4,0.25,Random,1000,0.0023333333333333335,0.0011168465031254824,0.00014431418720738803,0.004522352479459279,0.0
4,0.25,Cooperator,1000,0.009222222222222225,0.0016972903035784763,0.0058955332272084115,0.01254891121723604,0.01388888888888889
4,0.25,Cheater,1000,0.013583333333333333,0.002057312380695431,0.009551001067170288,0.01761566559949638,0.012037037037037037
4,0.25,Copycat,1000,0.23711111111111133,0.006674673573793661,0.22402875090647575,0.25019347131574693,0.262037037037037
4,0.25,Copykitten,1000,0.36697222222222187,0.011000466751752428,0.3454113073887871,0.3885331370556566,0.3472222222222222
4,0.25,Copy3kitten,1000,0.13683333333333325,0.006330436743830507,0.12442567731542546,0.14924098935124105,0.06018518518518519
4,0.25,NegtiveCopycat,1000,0.041500000000000016,0.0031978505050722977,0.035232213010058314,0.04776778698994172,0.03333333333333333
4,0.25,NegtiveCopykitten,1000,0.033361111111111105,0.004278528372399629,0.02497519550120783,0.04174702672101438,0.059259259259259255
4,0.25,Grudger,1000,0.15908333333333335,0.011383685037996381,0.13677131065886045,0.18139535600780626,0.21203703703703702
4,0.275,Random,1000,0.0018333333333333333,0.0010683158269508134,0,0.003927232354156928,0.028703703703703707
4,0.275,Cooperator,1000,0.0032500000000000007,0.000928138414367625,0.0014308487078394559,0.005069151292160546,0.0
4,0.275,Cheater,1000,0.028250000000000015,0.0030279808282569066,0.02231515757661648,0.03418484242338355,0.03425925925925925
4,0.275,Copycat,1000,0.21141666666666717,0.007058740163471927,0.19758153594626218,0.22525179738707216,0.1861111111111111
4,0.275,Copykitten,1000,0.4178055555555555,0.011944904165353099,0.39439354339146343,0.44121756771964754,0.38611111111111107
4,0.275,Copy3kitten,1000,0.08947222222222224,0.00536070827519373,0.07896523400284253,0.09997921044160196,0.07314814814814816
4,0.275,NegtiveCopycat,1000,0.043694444444444425,0.003295707522970762,0.03723485769942173,0.05015403118946712,0.06388888888888888
4,0.275,NegtiveCopykitten,1000,0.04288888888888888,0.0043669263050795945,0.034329713330932876,0.05144806444684488,0.028703703703703707
4,0.275,Grudger,1000,0.16138888888888886,0.011498700183428516,0.13885143652936896,0.18392634124840876,0.19907407407407407
4,0.3,Random,1000,0.0006111111111111112,0.0004920900796334363,0,0.0015756076671926463,0.0
4,0.3,Cooperator,1000,0.0016666666666666663,0.0005976179973256541,0.0004953353919083844,0.0028379979414249485,0.0
4,0.3,Cheater,1000,0.04336111111111112,0.0036210623859137037,0.03626382883472026,0.05045839338750198,0.06388888888888888
4,0.3,Copycat,1000,0.1796388888888887,0.007247124694734651,0.1654345244872088,0.19384325329056862,0.19444444444444448
4,0.3,Copykitten,1000,0.3461944444444444,0.012107243444793041,0.32246424729265005,0.3699246415962388,0.2972222222222222
4,0.3,Copy3kitten,1000,0.0855833333333333,0.005380574840709981,0.07503740664554175,0.09612926002112486,0.08240740740740742
4,0.3,NegtiveCopycat,1000,0.06374999999999997,0.004056820988298457,0.055798630862934996,0.07170136913706494,0.07222222222222222
4,0.3,NegtiveCopykitten,1000,0.06394444444444446,0.005101176979332852,0.05394613756495207,0.07394275132393685,0.052777777777777785
4,0.3,Grudger,1000,0.21525,0.012869857227103695,0.19002507983487676,0.24047492016512323,0.23703703703703702
4,0.325,Random,1000,8.333333333333333e-05,6.208812432418649e-05,0,0.00020502605700873885,0.0
4,0.325,Cooperator,1000,0.0003333333333333333,0.00024835249729674585,0,0.0008201042280349552,0.007407407407407407
4,0.325,Cheater,1000,0.09219444444444445,0.005117234871347093,0.08216466409660415,0.10222422479228475,0.08888888888888888
4,0.325,Copycat,1000,0.13805555555555563,0.007345477477516752,0.1236584196996228,0.15245269141148846,0.18518518518518517
4,0.325,Copykitten,1000,0.30286111111111125,0.012353942565152067,0.2786473836834132,0.3270748385388093,0.2657407407407407
4,0.325,Copy3kitten,1000,0.03761111111111114,0.003584014936394501,0.030586441835777915,0.044635780386444356,0.05
4,0.325,NegtiveCopycat,1000,0.09208333333333332,0.0045488256176385265,0.08316763512276182,0.10099903154390483,0.0962962962962963
4,0.325,NegtiveCopykitten,1000,0.11344444444444454,0.006135414409527907,0.10141903220176984,0.12546985668711924,0.12129629629629629
4,0.325,Grudger,1000,0.22333333333333333,0.01295910138393275,0.19793349462082513,0.24873317204584153,0.18518518518518517
4,0.35,Random,1000,0.0002777777777777778,0.00027777777777777827,0,0.0008222222222222231,0.0
4,0.35,Cooperator,1000,0.0,0.0,0,0.0,0.0
4,0.35,Cheater,1000,0.12597222222222207,0.0056714618505930925,0.1148561569950596,0.13708828744938453,0.11111111111111112
4,0.35,Copycat,1000,0.12280555555555557,0.007809399893450927,0.10749913176439176,0.1381119793467194,0.14166666666666666
4,0.35,Copykitten,1000,0.21761111111111112,0.011578976072365594,0.19491631800927456,0.24030590421294767,0.2175925925925926
4,0.35,Copy3kitten,1000,0.024249999999999997,0.0027995022744390923,0.018762975542099377,0.029737024457900618,0.00462962962962963
4,0.35,NegtiveCopycat,1000,0.11077777777777773,0.004775468709738791,0.1014178591066897,0.12013769644886575,0.1037037037037037
4,0.35,NegtiveCopykitten,1000,0.15052777777777776,0.006548903288051497,0.13769192733319682,0.1633636282223587,0.15648148148148147
4,0.35,Grudger,1000,0.2477777777777777,0.013416260485997734,0.22148190722522215,0.27407364833033326,0.26481481481481484
4,0.375,Random,1000,0.0,0.0,0,0.0,0.0
4,0.375,Cooperator,1000,0.0002777777777777778,0.00027777777777777827,0,0.0008222222222222231,0.0
4,0.375,Cheater,1000,0.19797222222222224,0.005914266806149619,0.186380259282169,0.20956418516227548,0.15925925925925927
4,0.375,Copycat,1000,0.08805555555555553,0.007222580477583883,0.07389929781949112,0.10221181329161994,0.10648148148148148
4,0.375,Copykitten,1000,0.13172222222222227,0.009559667795455638,0.11298527334312922,0.15045917110131532,0.20925925925925926
4,0.375,Copy3kitten,1000,0.005555555555555557,0.0013609411459640974,0.002888110909465926,0.008223000201645188,0.010185185185185186
4,0.375,NegtiveCopycat,1000,0.17416666666666641,0.005309236043922511,0.1637605640205783,0.18457276931275454,0.12499999999999999
4,0.375,NegtiveCopykitten,1000,0.22616666666666677,0.006619778901691122,0.21319190001935218,0.23914143331398136,0.2212962962962963
4,0.375,Grudger,1000,0.17608333333333331,0.011769113381078816,0.15301587110641884,0.19915079556024778,0.1685185185185185
4,0.4,Random,1000,0.0,0.0,0,0.0,0.0
4,0.4,Cooperator,1000,0.0,0.0,0,0.0,0.0
4,0.4,Cheater,1000,0.24444444444444452,0.0056741321823638065,0.23332314536701146,0.25556574352187755,0.2731481481481481
4,0.4,Copycat,1000,0.06333333333333335,0.006735661405286474,0.05013143697897186,0.07653522968769484,0.05
4,0.4,Copykitten,1000,0.06277777777777777,0.006974016670001064,0.049108705104575684,0.07644685045097985,0.11111111111111112
4,0.4,Copy3kitten,1000,0.003638888888888889,0.0010770266362835096,0.0015279166817732102,0.005749861096004567,0.0
4,0.4,NegtiveCopycat,1000,0.2201111111111112,0.005204560064996998,0.2099101733837171,0.2303120488385053,0.23425925925925922
4,0.4,NegtiveCopykitten,1000,0.2663611111111111,0.006110256598430334,0.25438500817818765,0.27833721404403455,0.26481481481481484
4,0.4,Grudger,1000,0.13933333333333334,0.010763445793313113,0.11823697957843964,0.16042968708822702,0.06666666666666667
4,0.425,Random,1000,0.0,0.0,0,0.0,0.0
4,0.425,Cooperator,1000,0.0,0.0,0,0.0,0.0
4,0.425,Cheater,1000,0.30550000000000055,0.004532514616686734,0.29661627135129454,0.31438372864870656,0.3064814814814814
4,0.425,Copycat,1000,0.026333333333333337,0.004720111470272457,0.017081914851599322,0.03558475181506735,0.0
4,0.425,Copykitten,1000,0.015222222222222222,0.0036064663025993223,0.00815354826912755,0.022290896175316894,0.0
4,0.425,Copy3kitten,1000,0.0004444444444444444,0.00039278204455479507,0,0.0012142972517718428,0.0
4,0.425,NegtiveCopycat,1000,0.27783333333333304,0.004085092555997673,0.26982655192357763,0.28584011474308846,0.30277777777777776
4,0.425,NegtiveCopykitten,1000,0.3365833333333335,0.004709628390973395,0.32735246168702564,0.3458142049796414,0.3574074074074074
4,0.425,Grudger,1000,0.03808333333333333,0.005889957929650683,0.026539015791217993,0.04962765087544867,0.03333333333333333
4,0.45,Random,1000,0.0,0.0,0,0.0,0.0
4,0.45,Cooperator,1000,0.0,0.0,0,0.0,0.0
4,0.45,Cheater,1000,0.32788888888888845,0.0038929765446876967,0.32025865486130056,0.33551912291647634,0.3305555555555556
4,0.45,Copycat,1000,0.00936111111111111,0.0026396872274069253,0.004187324145393537,0.014534898076828683,0.006481481481481481
4,0.45,Copykitten,1000,0.006138888888888889,0.002094939310614896,0.002032807840083693,0.010244969937694085,0.026851851851851852
4,0.45,Copy3kitten,1000,0.0,0.0,0,0.0,0.0
4,0.45,NegtiveCopycat,1000,0.29994444444444457,0.003709870991342146,0.29267309730141394,0.3072157915874752,0.24722222222222223
4,0.45,NegtiveCopykitten,1000,0.3434444444444447,0.0038882040167865684,0.33582356457154305,0.3510653243173464,0.35555555555555546
4,0.45,Grudger,1000,0.013222222222222222,0.0034966109329480233,0.006368864793644097,0.020075579650800347,0.03333333333333333
4,0.475,Random,1000,0.0,0.0,0,0.0,0.0
4,0.475,Cooperator,1000,0.0,0.0,0,0.0,0.0
4,0.475,Cheater,1000,0.3351666666666666,0.003437825288869522,0.32842852910048237,0.34190480423285086,0.31759259259259254
4,0.475,Copycat,1000,0.00275,0.0015118261076950302,0,0.005713179171082258,0.0
4,0.475,Copykitten,1000,0.0,0.0,0,0.0,0.0
4,0.475,Copy3kitten,1000,0.0,0.0,0,0.0,0.0
4,0.475,NegtiveCopycat,1000,0.30708333333333304,0.0033752845947383732,0.3004677755276458,0.3136988911390203,0.3435185185185185
4,0.475,NegtiveCopykitten,1000,0.35375,0.003557635912460868,0.3467770336115767,0.3607229663884233,0.33888888888888885
4,0.475,Grudger,1000,0.00125,0.0008888884544265456,0,0.0029922213706760296,0.0
4,0.5,Random,1000,0.0,0.0,0,0.0,0.0
4,0.5,Cooperator,1000,0.0,0.0,0,0.0,0.0
4,0.5,Cheater,1000,0.34525000000000017,0.003340434614061204,0.3387027481564402,0.35179725184356014,0.33333333333333337
4,0.5,Copycat,1000,0.001,0.0010000000000000087,0,0.002960000000000017,0.0
4,0.5,Copykitten,1000,0.0,0.0,0,0.0,0.0
4,0.5,Copy3kitten,1000,0.0,0.0,0,0.0,0.0
4,0.5,NegtiveCopycat,1000,0.30194444444444374,0.0031308653356298508,0.29580794838660923,0.30808094050227824,0.32314814814814813
4,0.5,NegtiveCopykitten,1000,0.3518055555555557,0.0033744606945119303,0.3451916125943123,0.3584194985167991,0.34351851851851845
4,0.5,Grudger,1000,0.0,0.0,0,0.0,0.0
5,0.0,Random,1000,0.006055555555555556,0.002287117581751915,0.0015728050953218034,0.010538306015789308,0.0
5,0.0,Cooperator,1000,0.1748888888888889,0.007190388678205457,0.1607957270796062,0.1889820506981716,0.137037037037037
5,0.0,Cheater,1000,0.0,0.0,0,0.0,0.0
5,0.0,Copycat,1000,0.12624999999999995,0.00675217512176989,0.11301573676133096,0.13948426323866894,0.1481481481481481
5,0.0,Copykitten,1000,0.13283333333333308,0.0069393806473777644,0.11923214726447266,0.14643451940219349,0.1277777777777778
5,0.0,Copy3kitten,1000,0.2842777777777775,0.008252267809400764,0.268103332871352,0.300452222684203,0.33981481481481485
5,0.0,NegtiveCopycat,1000,0.0025833333333333333,0.0006412299402945571,0.0013265226503560016,0.003840144016310665,0.0
5,0.0,NegtiveCopykitten,1000,0.10205555555555566,0.005438634801270283,0.0913958313450659,0.11271527976604542,0.1
5,0.0,Grudger,1000,0.17105555555555524,0.007945457047590329,0.1554824597422782,0.18662865136883228,0.1472222222222222
5,0.025,Random,1000,0.016666666666666666,0.0036982776402560277,0.009418042491764853,0.02391529084156848,0.026851851851851852
5,0.025,Cooperator,1000,0.18591666666666654,0.007197387154875461,0.17180978784311063,0.20002354549022244,0.20277777777777775
5,0.025,Cheater,1000,0.0,0.0,0,0.0,0.0
5,0.025,Copycat,1000,0.10122222222222216,0.004883217051466678,0.09165111680134747,0.11079332764309685,0.08425925925925926
5,0.025,Copykitten,1000,0.2091388888888889,0.00899073249356086,0.1915170532015096,0.2267607245762682,0.25462962962962965
5,0.025,Copy3kitten,1000,0.24777777777777754,0.008056404060567469,0.2319872258190653,0.2635683297364898,0.2388888888888889
5,0.025,NegtiveCopycat,1000,0.008083333333333338,0.0011567211846251837,0.005816159811467978,0.010350506855198699,0.006481481481481481
5,0.025,NegtiveCopykitten,1000,0.11600000000000008,0.006122060745853813,0.1040007609381266,0.12799923906187355,0.08703703703703704
5,0.025,Grudger,1000,0.11519444444444442,0.007095503686240355,0.10128725721941333,0.12910163166947553,0.09907407407407408
5,0.05,Random,1000,0.01455555555555556,0.00340552094128399,0.00788073451063894,0.02123037660047218,0.05648148148148149
5,0.05,Cooperator,1000,0.15444444444444397,0.006807565488936406,0.14110161608612862,0.16778727280275932,0.17129629629629628
5,0.05,Cheater,1000,0.0,0.0,0,0.0,0.0
5,0.05,Copycat,1000,0.12916666666666682,0.004771070954862023,0.11981536759513725,0.13851796573819639,0.07222222222222222
5,0.05,Copykitten,1000,0.256611111111111,0.009560391694955084,0.23787274338899905,0.27534947883322297,0.2138888888888889
5,0.05,Copy3kitten,1000,0.2513611111111111,0.008238186245772024,0.23521426606939794,0.26750795615282424,0.23055555555555557
5,0.05,NegtiveCopycat,1000,0.011361111111111112,0.001369348415933666,0.008677188215881126,0.014045034006341097,0.02222222222222222
5,0.05,NegtiveCopykitten,1000,0.11452777777777787,0.006498730028215786,0.10179026692247492,0.12726528863308081,0.08703703703703704
5,0.05,Grudger,1000,0.06797222222222227,0.005724221377901391,0.05675274832153554,0.079191696122909,0.1462962962962963
5,0.075,Random,1000,0.041333333333333375,0.0055871540487476955,0.030382511397787894,0.052284155268878856,0.0
5,0.075,Cooperator,1000,0.12519444444444444,0.006158597455000252,0.11312359343264394,0.13726529545624494,0.12222222222222222
5,0.075,Cheater,1000,0.0,0.0,0,0.0,0.0
5,0.075,Copycat,1000,0.15391666666666642,0.004853155700148052,0.14440448149437624,0.1634288518389566,0.16203703703703703
5,0.075,Copykitten,1000,0.27624999999999994,0.009746362256009904,0.25714712997822053,0.29535287002177935,0.28055555555555556
5,0.075,Copy3kitten,1000,0.2350833333333331,0.008074170069729027,0.2192579599966642,0.250908706670002,0.2472222222222222
5,0.075,NegtiveCopycat,1000,0.0232222222222222,0.002019654656335289,0.019263699095805033,0.027180745348639367,0.0027777777777777775
5,0.075,NegtiveCopykitten,1000,0.09800000000000009,0.006526916398630528,0.08520724385868425,0.11079275614131592,0.09166666666666666
5,0.075,Grudger,1000,0.047000000000000014,0.0051441738163331965,0.03691741931998695,0.05708258068001308,0.09351851851851851
5,0.1,Random,1000,0.02936111111111112,0.00467344556063542,0.020201157812265697,0.03852106440995654,0.05185185185185185
5,0.1,Cooperator,1000,0.11663888888888885,0.005694608834105949,0.10547745557404119,0.1278003222037365,0.09074074074074073
5,0.1,Cheater,1000,0.0017777777777777776,0.0008910273464946741,3.1364178648216534e-05,0.003524191376907339,0.0
5,0.1,Copycat,1000,0.18341666666666648,0.005214580078470125,0.17319608971286504,0.1936372436204679,0.18703703703703706
5,0.1,Copykitten,1000,0.281722222222222,0.009449326987741669,0.2632015413262483,0.3002429031181957,0.16481481481481483
5,0.1,Copy3kitten,1000,0.23255555555555543,0.007824707867627258,0.21721912813500602,0.24789198297610485,0.2916666666666667
5,0.1,NegtiveCopycat,1000,0.026722222222222206,0.0022213454782537612,0.022368385084844834,0.03107605935959958,0.014814814814814814
5,0.1,NegtiveCopykitten,1000,0.09316666666666676,0.006833401151492826,0.07977320040974081,0.1065601329235927,0.11574074074074074
5,0.1,Grudger,1000,0.034638888888888886,0.004997557996204915,0.02484367521632725,0.04443410256145052,0.08333333333333333
5,0.125,Random,1000,0.03566666666666667,0.005029859309151171,0.02580814242073038,0.045525190912602966,0.0
5,0.125,Cooperator,1000,0.10374999999999997,0.005559500809691206,0.0928533784130052,0.11464662158699473,0.16203703703703703
5,0.125,Cheater,1000,0.0011111111111111111,0.0006424627907122741,0,0.002370338180907168,0.0
5,0.125,Copycat,1000,0.19038888888888889,0.0050614957383643055,0.18046835724169485,0.20030942053608292,0.18425925925925926
5,0.125,Copykitten,1000,0.29341666666666655,0.009563326925415496,0.27467254589285217,0.3121607874404809,0.36759259259259264
5,0.125,Copy3kitten,1000,0.24630555555555553,0.007900334088165543,0.23082090074275108,0.26179021036836,0.21759259259259262
5,0.125,NegtiveCopycat,1000,0.04163888888888883,0.0027543219167918756,0.03624041793197676,0.0470373598458009,0.027777777777777776
5,0.125,NegtiveCopykitten,1000,0.058277777777777776,0.005838130869006615,0.046835041274524813,0.06972051428103074,0.039814814814814824
5,0.125,Grudger,1000,0.02944444444444445,0.004858411233651491,0.01992195842648753,0.03896693046240137,0.0009259259259259259
5,0.15,Random,1000,0.02791666666666667,0.004433880975421823,0.019226259954839897,0.03660707337849344,0.046296296296296294
5,0.15,Cooperator,1000,0.09022222222222225,0.005162112018051044,0.0801044826668422,0.1003399617776023,0.061111111111111116
5,0.15,Cheater,1000,0.0016944444444444444,0.0009306183235055429,0,0.0035184563585153083,0.0
5,0.15,Copycat,1000,0.20505555555555569,0.005024845584415656,0.195206858210101,0.21490425290101037,0.20925925925925923
5,0.15,Copykitten,1000,0.3066388888888889,0.009628020474301157,0.28776796875925864,0.32550980901851917,0.37499999999999994
5,0.15,Copy3kitten,1000,0.25411111111111107,0.00795988254313284,0.2385097413265707,0.2697124808956514,0.21944444444444444
5,0.15,NegtiveCopycat,1000,0.043055555555555534,0.0028677321122648,0.037434800615516524,0.048676310495594545,0.06018518518518519
5,0.15,NegtiveCopykitten,1000,0.05544444444444443,0.005904013541178023,0.0438725779037355,0.06701631098515336,0.028703703703703707
5,0.15,Grudger,1000,0.015861111111111114,0.0037067220558750654,0.008595935881595986,0.023126286340626242,0.0
5,0.175,Random,1000,0.034888888888888886,0.004720697903106675,0.025636320998799804,0.04414145677897797,0.020370370370370372
5,0.175,Cooperator,1000,0.08794444444444441,0.005308606377576183,0.07753957594439509,0.09834931294449373,0.12222222222222223
5,0.175,Cheater,1000,0.0009722222222222222,0.0005894030939164018,0,0.0021274522862983697,0.0
5,0.175,Copycat,1000,0.21322222222222234,0.005032444568780078,0.20335863086741338,0.2230858135770313,0.22777777777777777
5,0.175,Copykitten,1000,0.30780555555555533,0.009932110806158316,0.288338618375485,0.32727249273562564,0.30370370370370375
5,0.175,Copy3kitten,1000,0.2655833333333327,0.008050682303597323,0.249803996018282,0.2813626706483835,0.21574074074074073
5,0.175,NegtiveCopycat,1000,0.04747222222222223,0.00315852367356774,0.041281515822029456,0.053662928622415,0.04537037037037037
